month,slang_term,posts,avg_sentiment_score,avg_virality_score
2023-06,brain rot,103,0.31468932038834946,0.001980582524271845
2023-07,brain rot,174,0.3455804597701149,0.0031724137931034486
2023-08,brain rot,232,0.2878060344827586,0.004344827586206896
2023-09,brain rot,277,0.32587364620938625,0.004693140794223827
2023-10,brain rot,310,0.3406064516129032,0.005658064516129032
2023-11,brain rot,384,0.3732682291666667,0.007484375000000001
2023-12,brain rot,419,0.3287661097852028,0.009336515513126491
2024-01,brain rot,485,0.3615670103092784,0.0096
2024-02,brain rot,533,0.3126829268292683,0.010799249530956848
2024-03,brain rot,561,0.33619964349376114,0.010850267379679144
2024-04,brain rot,572,0.3636223776223776,0.011536713286713287
2024-05,brain rot,560,0.38532500000000003,0.013682142857142856
2024-06,brain rot,549,0.31616757741347906,0.014273224043715848
2024-07,brain rot,572,0.3361993006993007,0.01639160839160839
2024-08,brain rot,588,0.31014115646258505,0.01583673469387755
2024-09,brain rot,555,0.3481567567567568,0.017351351351351352
2024-10,brain rot,572,0.33191783216783216,0.015984265734265736
2024-11,brain rot,584,0.3419571917808219,0.013869863013698629
2024-12,brain rot,577,0.3525580589254766,0.014372616984402078
2025-01,brain rot,561,0.33626916221033865,0.01279144385026738
2025-02,brain rot,523,0.2925334608030593,0.01377055449330784
2025-03,brain rot,597,0.31751591289782244,0.012726968174204354
2025-04,brain rot,614,0.3145798045602606,0.01078827361563518
2025-05,brain rot,555,0.2907027027027027,0.00994054054054054
2025-06,brain rot,467,0.33704282655246254,0.010194860813704498
2025-07,brain rot,495,0.3028121212121212,0.00883030303030303
2025-08,brain rot,476,0.3113109243697479,0.009002100840336135
2025-09,brain rot,425,0.3070188235294118,0.00796235294117647
2025-10,brain rot,364,0.31418131868131866,0.006662087912087912
2025-11,brain rot,322,0.2959223602484472,0.006273291925465839
2025-12,brain rot,318,0.295251572327044,0.005446540880503145
2024-05,brat,241,0.31054771784232366,0.004091286307053942
2024-06,brat,449,0.29717594654788415,0.009819599109131402
2024-07,brat,549,0.3024681238615665,0.01465209471766849
2024-08,brat,579,0.3022832469775475,0.014770293609671848
2024-09,brat,594,0.2785336700336701,0.01472053872053872
2024-10,brat,538,0.27015985130111525,0.011676579925650557
2024-11,brat,568,0.26237499999999997,0.012547535211267604
2024-12,brat,479,0.2559457202505219,0.009734864300626306
2025-01,brat,453,0.21413245033112582,0.008838852097130243
2025-02,brat,329,0.24880243161094223,0.006592705167173253
2025-03,brat,303,0.19554125412541254,0.005125412541254125
2025-04,brat,114,0.21721929824561406,0.002131578947368421
2025-05,brat,115,0.30888695652173914,0.0019304347826086957
2025-06,brat,119,0.21401680672268908,0.0018823529411764706
2025-07,brat,104,0.24836538461538463,0.0013076923076923079
2025-08,brat,93,0.22027956989247313,0.0014408602150537636
2025-09,brat,85,0.2004705882352941,0.0012000000000000001
2020-01,bussin,96,0.5132291666666667,0.0017291666666666668
2020-02,bussin,157,0.4056815286624204,0.002445859872611465
2020-03,bussin,202,0.43215346534653465,0.003574257425742574
2020-04,bussin,241,0.4462780082987552,0.004257261410788382
2020-05,bussin,280,0.44210357142857143,0.005407142857142857
2020-06,bussin,309,0.46956634304207123,0.005349514563106796
2020-07,bussin,366,0.4320191256830601,0.006833333333333333
2020-08,bussin,419,0.47067303102625296,0.007725536992840096
2020-09,bussin,475,0.47082526315789475,0.009128421052631579
2020-10,bussin,566,0.4718021201413428,0.009727915194346291
2020-11,bussin,510,0.46791176470588236,0.010168627450980391
2020-12,bussin,596,0.4816006711409396,0.011134228187919462
2021-01,bussin,571,0.46633274956217163,0.012084063047285465
2021-02,bussin,531,0.46309227871939734,0.01371939736346516
2021-03,bussin,617,0.4728476499189627,0.013502431118314423
2021-04,bussin,525,0.43624,0.014508571428571428
2021-05,bussin,570,0.447640350877193,0.01609649122807018
2021-06,bussin,552,0.4601829710144928,0.016282608695652172
2021-07,bussin,551,0.4387568058076225,0.015411978221415606
2021-08,bussin,586,0.4635017064846417,0.01789419795221843
2021-09,bussin,564,0.48397695035460997,0.013914893617021277
2021-10,bussin,518,0.42373745173745175,0.014144787644787644
2021-11,bussin,574,0.4530017421602788,0.013073170731707317
2021-12,bussin,562,0.46816548042704625,0.012202846975088968
2022-01,bussin,592,0.4241300675675676,0.012287162162162163
2022-02,bussin,544,0.4528547794117647,0.013158088235294116
2022-03,bussin,560,0.41867857142857146,0.013182142857142856
2022-04,bussin,534,0.41546254681647937,0.010958801498127342
2022-05,bussin,529,0.4317561436672968,0.00971266540642722
2022-06,bussin,501,0.4147844311377245,0.010013972055888224
2022-07,bussin,465,0.4691763440860215,0.010750537634408601
2022-08,bussin,407,0.44045945945945947,0.009697788697788697
2022-09,bussin,427,0.46501873536299765,0.009185011709601874
2022-10,bussin,361,0.4267313019390582,0.006703601108033241
2022-11,bussin,338,0.42448520710059173,0.006464497041420119
2022-12,bussin,326,0.46577914110429447,0.006478527607361963
2023-01,bussin,301,0.43844518272425254,0.005744186046511628
2023-02,bussin,236,0.42847457627118646,0.009728813559322034
2023-03,bussin,119,0.41725210084033615,0.001957983193277311
2023-04,bussin,111,0.49263963963963964,0.002864864864864865
2023-05,bussin,105,0.4244,0.0016857142857142856
2023-06,bussin,101,0.4584059405940594,0.001732673267326733
2023-07,bussin,94,0.45518085106382977,0.0014574468085106385
2023-08,bussin,62,0.508741935483871,0.0012096774193548388
2020-11,caught in 4k,127,-0.25412598425196853,0.0013700787401574805
2020-12,caught in 4k,218,-0.35792660550458716,0.0028577981651376145
2021-01,caught in 4k,308,-0.28965584415584417,0.003840909090909091
2021-02,caught in 4k,356,-0.236688202247191,0.005575842696629214
2021-03,caught in 4k,458,-0.2863930131004367,0.006781659388646288
2021-04,caught in 4k,529,-0.2791947069943289,0.007867674858223062
2021-05,caught in 4k,575,-0.26634434782608696,0.00908695652173913
2021-06,caught in 4k,553,-0.24592043399638336,0.011804701627486437
2021-07,caught in 4k,580,-0.2634448275862069,0.011144827586206897
2021-08,caught in 4k,562,-0.2686548042704626,0.012368327402135232
2021-09,caught in 4k,563,-0.28923623445825936,0.011321492007104795
2021-10,caught in 4k,621,-0.3023977455716586,0.010721417069243157
2021-11,caught in 4k,532,-0.27851503759398494,0.009676691729323308
2021-12,caught in 4k,561,-0.2767789661319073,0.00909982174688057
2022-01,caught in 4k,574,-0.29030662020905923,0.009428571428571429
2022-02,caught in 4k,521,-0.3189462571976967,0.008702495201535508
2022-03,caught in 4k,510,-0.27631372549019606,0.006917647058823529
2022-04,caught in 4k,434,-0.23625576036866358,0.006488479262672811
2022-05,caught in 4k,424,-0.27929245283018866,0.0066344339622641515
2022-06,caught in 4k,367,-0.3349291553133515,0.005386920980926431
2022-07,caught in 4k,312,-0.2160448717948718,0.004150641025641026
2022-08,caught in 4k,278,-0.3416474820143885,0.0034316546762589925
2022-09,caught in 4k,128,-0.330171875,0.0013984375
2022-10,caught in 4k,110,-0.3032272727272727,0.001290909090909091
2022-11,caught in 4k,123,-0.22199186991869918,0.0012032520325203251
2022-12,caught in 4k,112,-0.28264285714285714,0.0012232142857142858
2023-01,caught in 4k,84,-0.25442857142857145,0.0006190476190476191
2023-02,caught in 4k,76,-0.3088947368421053,0.0010657894736842105
2021-04,cheugy,209,-0.2817368421052632,0.004301435406698565
2021-05,cheugy,498,-0.385785140562249,0.009491967871485945
2021-06,cheugy,531,-0.3612467043314501,0.015487758945386064
2021-07,cheugy,528,-0.3568939393939394,0.015799242424242424
2021-08,cheugy,580,-0.32791379310344826,0.014153448275862068
2021-09,cheugy,497,-0.39573038229376256,0.011981891348088532
2021-10,cheugy,446,-0.3383273542600897,0.008466367713004484
2021-11,cheugy,313,-0.3356198083067093,0.00570926517571885
2021-12,cheugy,126,-0.3374603174603174,0.0022380952380952382
2022-01,cheugy,116,-0.38767241379310347,0.001543103448275862
2022-02,cheugy,98,-0.344530612244898,0.0018163265306122447
2022-03,cheugy,87,-0.3964022988505747,0.0015402298850574713
2022-04,cheugy,88,-0.3699545454545454,0.001340909090909091
2022-05,cheugy,72,-0.3382361111111111,0.0013750000000000001
2024-02,cooked,95,0.45022105263157897,0.0020947368421052634
2024-03,cooked,180,0.2972666666666667,0.0033166666666666665
2024-04,cooked,223,0.34225560538116595,0.004426008968609865
2024-05,cooked,291,0.26794158075601376,0.004463917525773195
2024-06,cooked,360,0.2827194444444444,0.00576388888888889
2024-07,cooked,393,0.36928498727735365,0.008170483460559796
2024-08,cooked,493,0.2867951318458418,0.009168356997971602
2024-09,cooked,544,0.2680974264705882,0.010262867647058823
2024-10,cooked,586,0.3290443686006826,0.01109556313993174
2024-11,cooked,570,0.3431421052631579,0.011107017543859649
2024-12,cooked,588,0.3162908163265306,0.013023809523809524
2025-01,cooked,560,0.2847732142857143,0.016348214285714285
2025-02,cooked,537,0.3251918063314711,0.018080074487895715
2025-03,cooked,581,0.2763184165232358,0.01599483648881239
2025-04,cooked,554,0.30210469314079424,0.015472924187725631
2025-05,cooked,556,0.27335611510791363,0.013866906474820143
2025-06,cooked,549,0.306856102003643,0.014103825136612022
2025-07,cooked,563,0.3018063943161634,0.013238010657193607
2025-08,cooked,570,0.2875315789473684,0.012668421052631579
2025-09,cooked,546,0.2532948717948718,0.012904761904761905
2025-10,cooked,618,0.28683333333333333,0.010923948220064726
2025-11,cooked,545,0.26162201834862386,0.009886238532110092
2025-12,cooked,523,0.2587992351816444,0.010583173996175909
2022-10,delulu,116,-0.32457758620689653,0.002646551724137931
2022-11,delulu,193,-0.3680725388601036,0.0029948186528497406
2022-12,delulu,233,-0.34949785407725326,0.0038969957081545067
2023-01,delulu,321,-0.3797227414330218,0.005672897196261682
2023-02,delulu,345,-0.35622608695652175,0.006979710144927536
2023-03,delulu,461,-0.3394924078091106,0.008023861171366595
2023-04,delulu,485,-0.3139814432989691,0.009657731958762888
2023-05,delulu,606,-0.3512475247524752,0.010623762376237623
2023-06,delulu,544,-0.33945404411764707,0.011472426470588234
2023-07,delulu,551,-0.3339219600725953,0.012557168784029037
2023-08,delulu,550,-0.34792545454545454,0.016012727272727272
2023-09,delulu,549,-0.31979599271402553,0.01582513661202186
2023-10,delulu,604,-0.3597632450331126,0.017839403973509936
2023-11,delulu,552,-0.3716485507246377,0.01642210144927536
2023-12,delulu,584,-0.3403407534246575,0.016707191780821917
2024-01,delulu,571,-0.3445183887915937,0.01476707530647986
2024-02,delulu,517,-0.3711818181818182,0.013321083172147002
2024-03,delulu,596,-0.33353020134228184,0.012802013422818791
2024-04,delulu,537,-0.3237877094972067,0.015415270018621976
2024-05,delulu,562,-0.3347419928825623,0.011781138790035586
2024-06,delulu,568,-0.3618450704225352,0.011579225352112676
2024-07,delulu,585,-0.3565042735042735,0.009617094017094017
2024-08,delulu,503,-0.3573558648111332,0.012733598409542744
2024-09,delulu,471,-0.3227091295116773,0.010265392781316348
2024-10,delulu,514,-0.37294941634241247,0.008859922178988327
2024-11,delulu,427,-0.34890163934426227,0.009023419203747073
2024-12,delulu,418,-0.3487224880382775,0.007461722488038278
2025-01,delulu,403,-0.30627543424317616,0.006655086848635235
2025-02,delulu,318,-0.29706603773584905,0.007091194968553459
2025-03,delulu,347,-0.3295244956772334,0.0059164265129683
2025-04,delulu,323,-0.28187925696594424,0.005275541795665635
2025-05,delulu,272,-0.32810661764705884,0.0050220588235294124
2025-06,delulu,118,-0.3601779661016949,0.001940677966101695
2025-07,delulu,108,-0.3445185185185185,0.0016296296296296295
2025-08,delulu,117,-0.35827350427350424,0.0019914529914529916
2025-09,delulu,106,-0.37410377358490565,0.001518867924528302
2025-10,delulu,98,-0.38344897959183677,0.0015816326530612244
2025-11,delulu,71,-0.27329577464788735,0.0014788732394366197
2024-07,demure,274,0.3380693430656934,0.007507299270072993
2024-08,demure,578,0.38698442906574393,0.013548442906574394
2024-09,demure,581,0.33867469879518075,0.017402753872633393
2024-10,demure,577,0.3832253032928943,0.013608318890814559
2024-11,demure,565,0.35792566371681417,0.011290265486725662
2024-12,demure,488,0.3333217213114754,0.012053278688524589
2025-01,demure,388,0.3228324742268041,0.007252577319587629
2025-02,demure,284,0.2851232394366197,0.00572887323943662
2025-03,demure,123,0.3617235772357723,0.0020325203252032522
2025-04,demure,112,0.3494107142857143,0.0016517857142857144
2025-05,demure,114,0.3291140350877193,0.001692982456140351
2025-06,demure,102,0.33799999999999997,0.001568627450980392
2025-07,demure,92,0.360054347826087,0.0016195652173913043
2025-08,demure,80,0.3262375,0.0009249999999999999
2023-01,era,124,0.2555,0.0020887096774193548
2023-02,era,205,0.28422926829268297,0.0035073170731707314
2023-03,era,269,0.27706319702602233,0.0043011152416356875
2023-04,era,325,0.2570953846153846,0.007403076923076924
2023-05,era,416,0.2838149038461538,0.0076442307692307695
2023-06,era,492,0.2845243902439024,0.008695121951219511
2023-07,era,560,0.2957660714285714,0.010528571428571429
2023-08,era,600,0.265865,0.012513333333333333
2023-09,era,547,0.3032468007312614,0.014005484460694698
2023-10,era,572,0.2652307692307692,0.016015734265734265
2023-11,era,577,0.25242287694974,0.016027729636048527
2023-12,era,551,0.26668239564428314,0.01634845735027223
2024-01,era,562,0.2592633451957295,0.017934163701067617
2024-02,era,560,0.2795267857142857,0.015275
2024-03,era,573,0.2496980802792321,0.013289703315881326
2024-04,era,537,0.2274972067039106,0.013031657355679703
2024-05,era,564,0.24879964539007093,0.010946808510638298
2024-06,era,583,0.22280617495711832,0.010041166380789023
2024-07,era,616,0.23103896103896102,0.01227435064935065
2024-08,era,565,0.2739274336283186,0.011233628318584071
2024-09,era,452,0.2693938053097345,0.009061946902654867
2024-10,era,470,0.25391702127659577,0.008182978723404255
2024-11,era,408,0.24909558823529412,0.007970588235294116
2024-12,era,380,0.21949473684210527,0.006965789473684211
2025-01,era,356,0.28631460674157305,0.006146067415730337
2025-02,era,289,0.23327335640138408,0.005910034602076125
2025-03,era,302,0.28469205298013245,0.004552980132450331
2025-04,era,130,0.16543846153846156,0.001869230769230769
2025-05,era,106,0.1965377358490566,0.0019433962264150946
2025-06,era,126,0.2608095238095238,0.0018571428571428573
2025-07,era,87,0.2774367816091954,0.0018505747126436782
2025-08,era,102,0.21882352941176472,0.0013725490196078432
2025-09,era,63,0.20623809523809525,0.0013333333333333335
2023-08,fanum tax,136,0.3789705882352941,0.0015514705882352941
2023-09,fanum tax,221,0.32185972850678735,0.002506787330316742
2023-10,fanum tax,335,0.3468865671641791,0.004734328358208956
2023-11,fanum tax,399,0.32778446115288223,0.0049172932330827064
2023-12,fanum tax,518,0.3613050193050193,0.007121621621621622
2024-01,fanum tax,592,0.31913682432432433,0.008057432432432432
2024-02,fanum tax,522,0.3657758620689655,0.008532567049808428
2024-03,fanum tax,601,0.3499866888519135,0.012339434276206323
2024-04,fanum tax,607,0.3088698517298188,0.010522240527182865
2024-05,fanum tax,597,0.3096465661641541,0.01005862646566164
2024-06,fanum tax,582,0.34743127147766323,0.010587628865979382
2024-07,fanum tax,590,0.28471186440677965,0.009023728813559322
2024-08,fanum tax,567,0.3315714285714286,0.008188712522045855
2024-09,fanum tax,581,0.28135456110154905,0.008514629948364888
2024-10,fanum tax,530,0.3168811320754717,0.008562264150943397
2024-11,fanum tax,489,0.2618650306748466,0.006451942740286298
2024-12,fanum tax,444,0.29729279279279275,0.005851351351351351
2025-01,fanum tax,443,0.2984018058690745,0.00499548532731377
2025-02,fanum tax,317,0.3319274447949527,0.004596214511041009
2025-03,fanum tax,318,0.2668867924528302,0.004534591194968554
2025-04,fanum tax,261,0.3143486590038314,0.0033946360153256703
2025-05,fanum tax,115,0.33602608695652175,0.0013304347826086956
2025-06,fanum tax,115,0.23399130434782608,0.0012260869565217393
2025-07,fanum tax,104,0.3825480769230769,0.0012115384615384616
2025-08,fanum tax,95,0.3887684210526316,0.0010210526315789475
2025-09,fanum tax,87,0.25641379310344825,0.0008620689655172414
2025-10,fanum tax,69,0.27546376811594203,0.0005507246376811594
2021-04,gaslighting,106,-0.45089622641509436,0.0017075471698113206
2021-05,gaslighting,152,-0.4815592105263158,0.0023815789473684208
2021-06,gaslighting,174,-0.4551494252873563,0.003155172413793104
2021-07,gaslighting,258,-0.4718449612403101,0.0038914728682170542
2021-08,gaslighting,264,-0.4513560606060606,0.005185606060606061
2021-09,gaslighting,330,-0.4306727272727273,0.007266666666666667
2021-10,gaslighting,339,-0.41446312684365777,0.0059174041297935095
2021-11,gaslighting,417,-0.4450671462829736,0.007035971223021583
2021-12,gaslighting,413,-0.4135859564164649,0.008092009685230024
2022-01,gaslighting,517,-0.4631779497098646,0.009009671179883947
2022-02,gaslighting,485,-0.41787216494845364,0.010037113402061856
2022-03,gaslighting,540,-0.4246259259259259,0.009914814814814816
2022-04,gaslighting,547,-0.45205118829981716,0.011217550274223035
2022-05,gaslighting,596,-0.4255553691275168,0.011699664429530202
2022-06,gaslighting,563,-0.46587566607460035,0.014598579040852575
2022-07,gaslighting,575,-0.43784,0.014881739130434782
2022-08,gaslighting,596,-0.4569345637583893,0.017558724832214764
2022-09,gaslighting,565,-0.4616991150442478,0.014038938053097345
2022-10,gaslighting,555,-0.4547189189189189,0.015994594594594597
2022-11,gaslighting,543,-0.4748563535911602,0.017292817679558013
2022-12,gaslighting,554,-0.45439350180505417,0.016505415162454875
2023-01,gaslighting,571,-0.44698073555166373,0.014406304728546409
2023-02,gaslighting,537,-0.44193109869646185,0.01571322160148976
2023-03,gaslighting,566,-0.49159363957597174,0.013113074204946996
2023-04,gaslighting,549,-0.4542058287795993,0.01301457194899818
2023-05,gaslighting,623,-0.45547030497592295,0.01240609951845907
2023-06,gaslighting,558,-0.47560931899641573,0.011738351254480287
2023-07,gaslighting,574,-0.4452560975609756,0.01046864111498258
2023-08,gaslighting,526,-0.4549695817490494,0.013138783269961977
